"Lat","Lon","Id","Number","Cells__global_id","Cells__Name","Cells__IsNetObject","Cells__OperatingCompany","Cells__AdmArea","Cells__District","Cells__Address","Cells__PublicPhone__PublicPhone","Cells__SeatsCount","Cells__SocialPrivileges","Cells__Longitude_WGS84","Cells__Latitude_WGS84"
"55.765366956773974","37.621587946238108","45f1b14e-f0cb-4c38-aa97-d5b297a4f314","1","20660594","Бар «Юнион Джек»","нет","null","Центральный административный округ","Мещанский район","Нижний Кисельный переулок, дом 3, строение 1","(495) 621-19-63","30","нет","37.6215879462381080","55.7653669567739740"
"55.8055749999999","37.63571","d09698b1-32da-4957-bded-c00b58af44ed","2","20660628","Бар «Джонни Грин Паб»","нет","null","Северо-Восточный административный округ","Останкинский район","проспект Мира, дом 91, корпус 1","(495) 602-45-85","50","нет","37.6357100000000000","55.8055749999999000"
"55.8274371738441","37.4926033244427","90f91e8a-5b45-4dd9-82e0-d3a1d06c357a","3","20660638","Альтернатива 2","нет","null","Северный административный округ","Войковский район","Ленинградское шоссе, дом 22","(495) 974-04-42","40","нет","37.4926033244427000","55.8274371738441000"
"55.7849966534612","37.4647474589397","f8b9ea5f-29d4-43b1-9ac4-2eda3df8d068","4","20660639","Грэйс Бар","нет","null","Северо-Западный административный округ","район Хорошёво-Мнёвники","улица Маршала Тухачевского, дом 49","(499) 940-34-49","68","нет","37.4647474589397000","55.7849966534612000"
"55.744569","37.56598","39651c39-612e-49bc-9bfa-e5b9b5ca9cde","5","20660775","ICE","нет","null","Западный административный округ","район Дорогомилово","площадь Киевского Вокзала, дом 2","(495) 975-75-75","30","нет","37.5659800000000030","55.7445689999999980"
"55.7568345945054","37.6320644842234","c9a616d2-d84c-401b-b708-267f99f253ea","6","20660826","Бургер бар11 1","нет","null","Центральный административный округ","Басманный район","Лубянский проезд, дом 15, строение 2","(495) 621-31-79","48","нет","37.6320644842234000","55.7568345945054000"
"55.759090896864471","37.550618418864481","0ab7b3b9-e110-41d6-b211-53e13f014e8b","7","20660867","Бар «Разлив»","нет","null","Центральный административный округ","Пресненский район","улица Сергея Макеева, дом 4","(499) 256-41-20","15","нет","37.5506184188644810","55.7590908968644710"
"55.882243910557769","37.614784240722656","13814b57-6680-44a6-8667-793f312da3f5","8","20660898","Пивной бар","нет","null","Северо-Восточный административный округ","район Отрадное","улица Римского-Корсакова, дом 20, строение 2","(499) 203-83-09","40","нет","37.6147842407226560","55.8822439105577700"
"55.7578216589971","37.58304394692145","4bdd2fbb-f036-40a5-8fa4-8e3204f68d5d","9","20660953","Бар «Гудман»","да","Гудман","Центральный административный округ","Пресненский район","Новинский бульвар, дом 31","(495) 644-32-56","50","нет","37.5830439469214500","55.7578216589971000"
"55.65561342981642","37.396913734733317","ba3d1dc3-6fb7-4921-b34e-606172fc4b84","10","20661017","Де Марко","да","Де Марко","Западный административный округ","район Солнцево","улица Богданова, дом 17, строение 1","(495) 435-20-92","98","нет","37.3969137347333170","55.6556134298164200"
"55.7668872021784","37.600921653299","7dcaac22-c1ee-45b4-846a-128b83926781","11","20661112","Бар NOOR","нет","null","Центральный административный округ","Тверской район","Тверская улица, дом 23, строение 1","(495) 699-77-82","40","нет","37.6009216532990000","55.7668872021784000"
"55.678327189565678","37.561032604637596","1605a4ff-cb14-4b12-a90f-e9463def3f6c","12","20661156","Спорт-бар «Торнадо»","нет","null","Юго-Западный административный округ","район Черёмушки","Нахимовский проспект, дом 57","(925) 046-43-05","50","нет","37.5610326046375960","55.6783271895656780"
"55.767029370599666","37.632141532452387","e82d2c76-6e69-4b49-8c5d-dc1e229774c5","13","20661278","Чешская пивная Козловица","нет","null","Центральный административный округ","Красносельский район","улица Сретенка, дом 4","(495) 621-61-64","220","нет","37.6321415324523870","55.7670293705996660"
"55.6470209450588","37.7455970274043","9ea70750-bf98-45fb-9dfc-8030ed920f6d","14","20661299","Бар «Биверс»","нет","null","Юго-Восточный административный округ","район Марьино","Люблинская улица, дом 171, корпус 1","(495) 346-84-76","50","нет","37.7455970274043000","55.6470209450588000"
"55.880913782557322","37.449701840729773","183c7ceb-3c4c-45e7-bf72-cfbed381f037","15","20661309","Бар IMAX","нет","null","Северный административный округ","район Левобережный","Правобережная улица, дом 1Б","(495) 775-77-79","4","нет","37.4497018407297730","55.8809137825573220"
"55.880913782557322","37.449701840729773","6875c8c5-0fba-4b59-8d32-aa13d1122f48","16","20661311","Love Suchi and...","нет","null","Северный административный округ","район Левобережный","Правобережная улица, дом 1Б","(495) 771-70-14","148","нет","37.4497018407297730","55.8809137825573220"
"55.794294648718271","37.404014755619954","9aff1926-1368-49f9-b53a-1b4a0c8f0dd2","17","20661326","Пив Бар","нет","null","Северо-Западный административный округ","район Строгино","улица Твардовского, дом 14, корпус 1","(903) 979-28-41","8","нет","37.4040147556199540","55.7942946487182710"
"55.805364657740547","37.400769964383642","7ac318cc-d000-446b-b027-fe7c83cc033c","18","20661328","Суши Wok","да","Суши Wok","Северо-Западный административный округ","район Строгино","Строгинский бульвар, дом 7, корпус 1","(985) 700-72-50","8","нет","37.4007699643836420","55.8053646577405470"
"55.80948808078206","37.464620672717558","f79c660b-2b07-4fb3-b358-dc09bd68ae06","19","20661379","БАР СВЕЖИЕ СОКИ","нет","null","Северо-Западный административный округ","район Щукино","Щукинская улица, дом 42","(495) 921-43-01","10","нет","37.4646206727175580","55.8094880807820600"
"55.717307632118633","37.511065063713325","6fd4bd83-2139-4843-af1c-96f90e5fe837","20","20661387","БАР «Фьюжн лаунж»","нет","null","Западный административный округ","район Раменки","улица Улофа Пальме, дом 1","(499) 147-79-95","10","нет","37.5110650637133250","55.7173076321186330"
"55.805080495302796","37.399948098737475","16feaf0c-3911-4fd0-855a-5f218abe4394","21","20661428","Кафе-бар Пиво","нет","null","Северо-Западный административный округ","район Строгино","Строгинский бульвар, дом 9","(915) 200-04-61","24","нет","37.3999480987374750","55.8050804953027960"
"55.765206165384861","37.608450200854435","4f7439ee-2f3b-4705-8ded-40501b02c6ca","22","20661482","Бирмаркет","нет","null","Центральный административный округ","Тверской район","Страстной бульвар, дом 4, строение 3","(903) 741-41-41","20","нет","37.6084502008544350","55.7652061653848610"
"55.763514843378864","37.556618165211184","0aef393c-0325-4bf1-94e1-e6f0e7b10b9b","23","20661577","Ресторан «Cinq sens»","нет","null","Центральный административный округ","Пресненский район","Звенигородское шоссе, дом 3А, строение 1","(499) 130-11-93","75","нет","37.5566181652111840","55.7635148433788640"
"55.814083099606286","37.468187433648467","289615d6-0b5a-4fa2-826b-3cff9b7051db","24","20661586","Пивной бар, доставка еды на дом","нет","null","Северо-Западный административный округ","район Покровское-Стрешнево","Волоколамское шоссе, дом 45","(495) 922-33-93","16","нет","37.4681874336484670","55.8140830996062860"
"55.717791664498989","37.785125888847929","b7195326-14af-4c98-a71f-899b669bf055","25","20661595","Лето","да","Лето","Юго-Восточный административный округ","Рязанский район","Рязанский проспект, дом 32, корпус 3","(499) 398-16-28","53","нет","37.7851258888479290","55.7177916644989890"
"55.75914810521364","37.58082940186447","d21ca34a-5267-4bb0-9b8d-bdb8b41b844a","26","20661610","Клуб «Высотка-2»","нет","null","Центральный административный округ","Пресненский район","Кудринская площадь, дом 1","(495) 605-12-91","80","нет","37.5808294018644700","55.7591481052136400"
"55.66378322426781","37.511297876821246","fc7da605-48bf-46eb-aa79-4871b45cb4c6","27","20661615","Passion","нет","null","Юго-Западный административный округ","Обручевский район","Ленинский проспект, дом 109","(495) 988-51-52","12","нет","37.5112978768212460","55.6637832242678100"
"55.4122","37.368","902ae946-6e22-4d21-9899-73edf4bfd1e1","28","20661751","Торнадо","нет","null","Юго-Западный административный округ","район Котловка","Большая Черёмушкинская улица, дом 1","(906) 724-29-26","50","нет","37.3680000000000000","55.4122000000000000"
"55.890201","37.588036","8d71f541-0573-4dd3-adea-9dbf5d297a78","29","20661760","Пивной Бар","нет","null","Северо-Восточный административный округ","район Бибирево","Алтуфьевское шоссе, дом 72","(499) 381-91-21","127","нет","37.5880360000000020","55.8902009999999980"
"55.888225672866255","37.58864964501138","2c00d2e0-aa43-4af2-9f2e-9647cf9c0e0c","30","20661761","Караоке бар","нет","null","Северо-Восточный административный округ","район Бибирево","Алтуфьевское шоссе, дом 70, корпус 1","(916) 650-57-00","30","нет","37.5886496450113800","55.8882256728662550"
"55.640586427066005","37.608232145842386","57cf3766-0e1b-4a5e-9ed4-3e9ceb6f3742","31","20661775","ФИТО-БАР","нет","null","Южный административный округ","район Чертаново Северное","Балаклавский проспект, дом 5А","(495) 748-77-77","0","нет","37.6082321458423860","55.6405864270660050"
"55.783645328339006","37.560064539876883","7459abd4-85a1-448c-a489-9c0c0a7799d9","32","20661883","Галла Денс","нет","null","Северный административный округ","район Беговой","Ленинградский проспект, дом 31А, строение 1","(495) 786-43-77","20","нет","37.5600645398768830","55.7836453283390060"
"55.708698355943341","37.622067446169545","3266e84b-45cb-4947-9293-1058bdd542f0","33","20665571","Йогурт-Френзи","нет","null","Южный административный округ","Даниловский район","Большая Тульская улица, дом 13","(495) 772-44-27","6","нет","37.6220674461695450","55.7086983559433410"
"55.759107921184807","37.603228764425261","2b49c4b3-f910-4533-a2bb-53790f43c2e2","34","20665834","Бар «Wisky room»","нет","null","Центральный административный округ","Пресненский район","Леонтьевский переулок, дом 8, строение 1","(495) 629-17-37","26","нет","37.6032287644252610","55.7591079211848070"
"55.996207122843771","37.216956553722021","20bdabc3-f783-4b81-be42-e3db41a76ad8","35","20666018","Buthers Стейк бар","нет","null","Зеленоградский административный округ","район Савёлки","Яблоневая аллея, дом 2","(909) 659-21-91","60","нет","37.2169565537220210","55.9962071228437710"
"55.761666599147468","37.640626663746296","7fea3caf-46a1-4879-b68d-2a5cd098e8c9","36","20666124","Гранд Бурбон Стрит","нет","null","Центральный административный округ","Басманный район","Потаповский переулок, дом 5, строение 2","(495) 625-94-24","85","нет","37.6406266637462960","55.7616665991474680"
"55.762412021173446","37.606928016576418","2e45ec37-6361-4b47-bc29-006094c24483","37","20672648","Все твои друзья","нет","null","Центральный административный округ","Тверской район","Малый Гнездниковский переулок, дом 12","(495) 233-40-88","24","нет","37.6069280165764180","55.7624120211734460"
"55.760077312515932","37.621601433037334","b3bb767c-0320-48fe-b031-04f8f38df0c0","38","20673748","Суши-бар Эноки ( при гостинице Арарат Парк Хаятт","нет","null","Центральный административный округ","Мещанский район","Неглинная улица, дом 4","(495) 783-12-34","22","нет","37.6216014330373340","55.7600773125159320"
"55.614579456260266","37.261845983095753","e4c75873-4cbc-46e3-bd5d-ecc9e0488a99","39","20674496","Овчаренко Е.Л.","нет","null","Западный административный округ","район Внуково","Базовая улица, дом 2, корпус 1","(926) 634-12-44","8","нет","37.2618459830957530","55.6145794562602660"
"55.846144758883433","37.3580592058223","cbd05f04-c44e-49b3-95d6-a7317ddb23f7","40","20675518","БАР. СОКИ","нет","null","Северо-Западный административный округ","район Митино","Дубравная улица, дом 34/29","(495) 258-94-19","0","нет","37.3580592058223000","55.8461447588834330"
"55.820406639681906","37.758636654422389","7b9d587d-f0aa-4eb9-a771-2a1ac1f048f6","41","20675891","БИЛЬЯРДНЫЙ КЛУБ СПОРТ - БАР","нет","null","Восточный административный округ","район Метрогородок","улица Николая Химушина, дом 5, строение 3","(499) 966-88-07","25","нет","37.7586366544223890","55.8204066396819060"
"55.6617177144958","37.4816247439943","7e8d630e-3bdb-4a24-a443-751fa3465d35","42","20677110","Бар «Спортбар»","нет","null","Западный административный округ","район Тропарёво-Никулино","проспект Вернадского, дом 86Б","(495) 788-93-52","75","нет","37.4816247439943000","55.6617177144958000"
"55.747532267739153","37.581259984511838","e7cafd11-2d7a-4f2c-aa51-0fab2aac5aae","43","20677339","Luciano bar","да","Luciano","Центральный административный округ","район Арбат","Смоленская площадь, дом 3","(495) 981-55-58","50","нет","37.5812599845118380","55.7475322677391530"
"55.747532267739153","37.581259984511838","772897db-a81f-4ea4-82bf-f32ac870bafc","44","20677395","Luciano Bar","да","Luciano","Центральный административный округ","район Арбат","Смоленская площадь, дом 3","(495) 981-55-58","50","нет","37.5812599845118380","55.7475322677391530"
"55.635035","37.436903","6cca9362-fed3-4607-936e-423e76e61598","45","20681201","Столярская И.И.","нет","null","Новомосковский административный округ","поселение Московский","Киевское шоссе, 22-й километр, домовладение 4, строение 2","(495) 748-94-55","10","нет","37.4369030000000000","55.6350350000000000"
"55.759687964098987","37.808985","c9960b5e-67cd-4fe3-bf26-ed16e7e9b19f","46","20682425","Форест бар","нет","null","Восточный административный округ","район Новогиреево","улица Металлургов, дом 62, корпус 1","(495) 645-67-75","60","нет","37.8089850000000000","55.7596879640989870"
"55.844324","37.383642","aec26ee3-abaf-46ab-a5c4-985a4902b14a","47","20684125","Соки","нет","null","Северо-Западный административный округ","район Митино","Пятницкое шоссе, дом 18","(495) 794-45-50","0","нет","37.3836420000000000","55.8443240000000000"
"55.771154341306662","37.670200616578008","0191171a-60b7-42b4-9752-3f4ef5480d47","48","20685029","Шафран","нет","null","Центральный административный округ","Басманный район","Новорязанская улица, дом 38","(499) 411-12-52","50","нет","37.6702006165780080","55.7711543413066620"
"55.8236416474614","37.757857349577051","a96ffbf8-6b89-4d89-8a03-9c71105c8a0e","49","20685149","БАР «ПИВМАГ»","нет","null","Восточный административный округ","район Метрогородок","Открытое шоссе, дом 24, корпус 12","(915) 367-02-15","8","нет","37.7578573495770510","55.8236416474614000"
"55.769300680246069","37.620726117658172","ab34551c-d496-44bc-807f-3a21637e02b4","50","20685371","Петров и Васечка","нет","null","Центральный административный округ","Тверской район","Цветной бульвар, дом 7, строение 1","(968) 710-77-70","55","нет","37.6207261176581720","55.7693006802460690"
"55.762570048874196","37.556899785055641","b2d9ba55-61be-44da-8879-1c1fc238e418","51","20686186","Бар «Хлеб и Вино»","да","Хлеб и Вино","Центральный административный округ","Пресненский район","2-я Звенигородская улица, дом 12, строение 23","(965) 404-35-63","70","нет","37.5568997850556410","55.7625700488741960"
"55.7651463730682","37.621224547617","0fcdc0de-c074-4c4b-a5fe-3f1611698e63","52","20686773","Бар «Глобал бар НК»","нет","null","Центральный административный округ","Мещанский район","Нижний Кисельный переулок, дом 4","(499) 271-69-96","90","нет","37.6212245476170000","55.7651463730682000"
"55.7352812582155","37.4597186745662","558cc847-3efe-4e46-8fe1-37d11456aea0","53","20686987","Тарантино","нет","null","Западный административный округ","район Фили-Давыдково","Малая Филёвская улица, дом 30","(495) 908-98-76","60","нет","37.4597186745662000","55.7352812582155000"
"55.6777108328092","37.8500958477148","7ffa1a6c-a3fe-452f-8e48-d321e5f79727","54","20690037","Бар «Водопад»","нет","null","Юго-Восточный административный округ","район Кузьминки","улица Юных Ленинцев, дом 71, корпус 1","(499) 172-69-01","6","нет","37.8500958477148000","55.6777108328092000"
"55.6826223552459","37.8133012923519","b194b3ea-de50-4dc4-be0e-5e8feb4b8daf","55","20690064","Бар «Иль Патио»","да","Иль Патио","Юго-Восточный административный округ","район Кузьминки","Волгоградский проспект, дом 119А","(495) 739-55-61","5","нет","37.8133012923519000","55.6826223552459000"
"55.5956236644517","37.6061007009569","985e1e4d-d641-4446-b3d8-2d8d7fd796bd","56","20694280","Пивной Дом-Запад","да","Штирбирлиц","Южный административный округ","район Чертаново Южное","Россошанская улица, дом 1, корпус 1","(909) 912-92-82","50","нет","37.6061007009569000","55.5956236644517000"
"55.742721","37.502863","42cb1dcd-e05a-4ab4-9ea7-fc6d44fbd4ab","57","20696041","Бар «Джандуя»","нет","null","Западный административный округ","район Филёвский Парк","Багратионовский проезд, дом 7, корпус 20А","(499) 145-75-77","90","нет","37.5028629999999980","55.7427210000000030"
"55.6286517692529","37.7400225830899","a0deb0f7-19c1-446a-a80c-82774d50cd52","58","20696050","Бильярдный клуб «Лига»","нет","null","Южный административный округ","район Зябликово","улица Мусы Джалиля, дом 6, корпус 1","(495) 395-77-76","50","нет","37.7400225830899000","55.6286517692529000"
"55.6233582590347","37.6031671433346","c38bdd49-e482-45fb-b816-14be59cd0b7f","59","20696061","КОФЕЙНЯ","нет","null","Южный административный округ","район Чертаново Северное","Днепропетровская улица, дом 2","(495) 983-03-11","48","нет","37.6031671433346000","55.6233582590347000"
"55.635482723761207","37.758661969807818","34dcb40e-c124-4508-922b-ac4c31a29077","60","20696198","Кашира","нет","null","Южный административный округ","район Братеево","Ключевая улица, дом 10, корпус 3","(926) 523-77-98","16","нет","37.7586619698078180","55.6354827237612070"
"55.8083656113848","37.4944730388843","1b51096e-2b54-446b-bfa9-34eb34f38bc0","61","20697330","Английский паб Букингем","нет","null","Северный административный округ","район Сокол","Волоколамское шоссе, дом 15/22","(499) 158-91-36","50","нет","37.4944730388843000","55.8083656113848000"
"55.6798540786491","37.6406368242325","388bfd94-89dc-4126-aea5-8c86c8d706f2","62","20697881","Бруклин бильярд","нет","null","Южный административный округ","район Нагатино-Садовники","Нагатинская улица, дом 13, корпус 1","(968) 636-50-37","4","нет","37.6406368242325000","55.6798540786491000"
"55.8446851641971","37.4235602842405","ec6e63b3-b2e6-49e5-a7ad-4c96c49a96da","63","20700856","Бар «Спорт»","нет","null","Северо-Западный административный округ","район Южное Тушино","Туристская улица, дом 1","(926) 388-04-10","10","нет","37.4235602842405000","55.8446851641971000"
"55.76284658353206","37.606607207630937","d9555f74-c8f5-405d-8728-4f323ac4330c","64","20708804","Craft RePUBlic","нет","null","Центральный административный округ","Тверской район","Малый Гнездниковский переулок, дом 9, строение 7","(495) 629-89-84","38","нет","37.6066072076309370","55.7628465835320600"
"55.760578258669085","37.646916707918919","66a09eea-cebe-468d-a1ee-2a28d6618be7","65","20709309","Глав Пив Маг","нет","null","Центральный административный округ","Басманный район","улица Макаренко, дом 2/21, строение 1","нет телефона","40","нет","37.6469167079189190","55.7605782586690850"
"55.844324","37.383642","070f0047-8d7c-4344-a2fc-144a08da110e","66","20710373","Фрэш-бар","нет","null","Северо-Западный административный округ","район Митино","Пятницкое шоссе, дом 18","(495) 794-45-50","0","нет","37.3836420000000000","55.8443240000000000"
"55.844324","37.383642","a55ab989-3e30-466e-ac15-3f43bea75d7e","67","20710424","Бар","нет","null","Северо-Западный административный округ","район Митино","Пятницкое шоссе, дом 18","(495) 794-45-50","0","нет","37.3836420000000000","55.8443240000000000"
"55.783043","37.579322","839c083b-1c8a-445a-9740-8157283970f1","68","20710938","SURE","нет","null","Северный административный округ","район Беговой","3-я улица Ямского Поля, дом 26А","(495) 660-49-00","55","нет","37.5793220000000000","55.7830430000000000"
"55.844324","37.383642","28b5ab27-7ceb-4185-86cd-dbc7592007ba","69","20711360","Фреш-бар","нет","null","Северо-Западный административный округ","район Митино","Пятницкое шоссе, дом 18","(495) 794-45-50","0","нет","37.3836420000000000","55.8443240000000000"
"55.765206165384861","37.608450200854435","23abadc3-f24d-49ca-9234-d31236446a81","70","20712409","Крафт Стейшн","нет","null","Центральный административный округ","Тверской район","Страстной бульвар, дом 4, строение 3","(916) 557-77-78","30","нет","37.6084502008544350","55.7652061653848610"
"55.718002699742591","37.502865255606288","e9e8ec46-8191-4dcb-a52b-1daf4fb1e440","71","20712905","БАР «Бинза»","нет","null","Западный административный округ","район Раменки","Минская улица, дом 2Г, корпус 1","(499) 381-50-54","75","нет","37.5028652556062880","55.7180026997425910"
"55.706636146958679","37.752218430383358","479249db-750c-4627-baca-e756f745fdf5","72","20713523","Кафе-бар","нет","null","Юго-Восточный административный округ","район Кузьминки","Волгоградский проспект, дом 54","(495) 709-54-91","14","нет","37.7522184303833580","55.7066361469586790"
"55.796253772126896","37.719563020297741","a7fcc5a8-8d2e-4718-8cd4-7bfc4bd4bf09","73","20714838","DUCK STAR'S","нет","null","Восточный административный округ","район Преображенское","Большая Черкизовская улица, дом 6","(495) 201-37-34","95","нет","37.7195630202977410","55.7962537721268960"
"55.835852451767245","37.385825264272761","ed0ce842-3b45-4239-a62d-bcde92f6c63c","74","20715095","БАР-КАРАОКЕ «ЛЯ ФА»","нет","null","Северо-Западный административный округ","район Митино","Пятницкое шоссе, дом 3","(925) 777-86-55","40","нет","37.3858252642727610","55.8358524517672450"
"55.659286979665772","37.757764323826663","f81b2482-5a36-4af3-82c4-76008e4dc888","75","20715322","Караоке-бар «Орфеон»","нет","null","Юго-Восточный административный округ","район Марьино","Братиславская улица, дом 16, корпус 1","(495) 346-07-95","36","нет","37.7577643238266630","55.6592869796657720"
"55.757956181695313","37.6368584852073","e9a85522-6dac-4ea5-b4a8-7388fb852757","76","20715955","Хлеб и Вино","да","Хлеб и Вино","Центральный административный округ","Басманный район","улица Маросейка, дом 15","(903) 147-44-12","54","нет","37.6368584852072980","55.7579561816953130"
"55.634157866832489","37.589668838006858","69e86e9c-2bbd-4629-a882-58235854f9f4","77","20716507","РАШН ПАБ","нет","null","Южный административный округ","район Чертаново Северное","микрорайон Северное Чертаново, дом 7, корпус Г","(901) 595-02-02","32","нет","37.5896688380068580","55.6341578668324890"
"55.857310723165767","37.585592618762625","516f82d7-e81c-40d2-9606-0dbf70a26081","78","20717532","БАР «ДАБЛ ШОТ»","нет","null","Северо-Восточный административный округ","район Отрадное","Алтуфьевское шоссе, дом 16","(916) 853-70-14","99","нет","37.5855926187626250","55.8573107231657670"
"55.699798505573284","37.765366677782822","c55110ea-244f-45e4-8b9a-aac9f1e6311c","79","20718729","КРЦ «Высота»","нет","null","Юго-Восточный административный округ","район Кузьминки","улица Юных Ленинцев, дом 52","(499) 175-67-45","10","нет","37.7653666777828220","55.6997985055732840"
"55.699798505573284","37.765366677782822","7b88a886-811a-4302-8976-5bdb2ce9010d","80","20718760","КРЦ «Высота»","нет","null","Юго-Восточный административный округ","район Кузьминки","улица Юных Ленинцев, дом 52","(499) 176-56-74","10","нет","37.7653666777828220","55.6997985055732840"
"55.769859","37.646768","e46618eb-be41-45d9-8593-7d1186fdde0c","81","20719167","Бельгийская пивная 0,33","нет","null","Центральный административный округ","Красносельский район","Садовая-Спасская улица, дом 17/2","(495) 607-75-53","120","нет","37.6467680000000000","55.7698590000000000"
"55.6977547580269","37.785685701563267","e5fcc5fe-f247-4a21-b343-db1b85d68a3e","82","20719253","Бар","нет","null","Юго-Восточный административный округ","район Кузьминки","улица Юных Ленинцев, дом 115","нет телефона","10","нет","37.7856857015632670","55.6977547580269030"
"55.70630970008893","37.765383481008087","49ae1581-64e7-4aac-8b25-97a957b1d39e","83","20719316","Бар","да","Ростикс KFC","Юго-Восточный административный округ","район Кузьминки","Волгоградский проспект, дом 119А","(499) 739-55-61","6","нет","37.7653834810080870","55.7063097000889300"
"55.6109941753448","37.6075812803338","027c5219-6f6c-4543-9dc1-1260ffd14232","84","20721798","НАМИ ЭликомТорг","нет","null","Южный административный округ","район Чертаново Центральное","улица Красного Маяка, дом 2Б","(495) 721-82-72","150","нет","37.6075812803338000","55.6109941753448000"
"55.7338200996199","37.6273437963557","8eb8202b-b672-4e98-8bde-0dacfeffb825","85","20723239","Джон-Дон паб","нет","null","Центральный административный округ","район Замоскворечье","Пятницкая улица, дом 56, строение 4","(968) 665-51-14","50","нет","37.6273437963557000","55.7338200996199000"
"55.8503348697753","37.4445137010644","8605e228-b263-4997-a9df-608e0c5c74d2","86","20723725","Бар «Витамин»","нет","null","Северо-Западный административный округ","район Южное Тушино","Сходненская улица, дом 56","(963) 710-20-76","5","нет","37.4445137010644000","55.8503348697753000"
"55.736826844486068","37.692154140931656","585274f4-847d-4117-954e-97bdf80fcae6","87","20724255","МИМИ","нет","null","Центральный административный округ","Таганский район","Нижегородская улица, дом 32, строение 4","(495) 912-46-87","50","нет","37.6921541409316560","55.7368268444860680"
"55.7350976964724","37.6653024183343","37e456c9-0947-43e7-af82-13fbabde371d","88","20724309","Бильярдная","нет","null","Центральный административный округ","Таганский район","Марксистская улица, дом 34, корпус 8","(495) 911-61-00","25","нет","37.6653024183343000","55.7350976964724000"
"55.7469112206109","37.6792928205548","d4e9a25d-3f67-4c63-b906-080eb1ba382c","89","20725169","Бостон Паб","нет","null","Центральный административный округ","Таганский район","улица Сергия Радонежского, дом 29-31, строение 1","(495) 624-07-10","98","нет","37.6792928205548000","55.7469112206109000"
"55.44875028","37.511275","85ac2e8b-3a4a-4684-96ef-6db811e805b9","90","20728003","Бар Виват","нет","null","Новомосковский административный округ","поселение Рязановское","посёлок Ерино, дом 1","(495) 867-55-75","35","нет","37.5112750000000000","55.4487502800000000"
"55.770687277972868","37.626859350152934","b2cfc8c7-b7ec-4d24-81d5-e7f8bc7fc381","91","20729574","Бар «Для Дел»","нет","null","Центральный административный округ","Мещанский район","Большой Сухаревский переулок, дом 5, строение 2","(965) 313-39-50","36","нет","37.6268593501529340","55.7706872779728680"
"55.756051834590096","37.559499365606115","0e40c517-7916-4d1d-96e4-11791fd2a2ae","92","20730144","Бар «Блексмит»","нет","null","Центральный административный округ","Пресненский район","Рочдельская улица, дом 15, строение 30","(967) 071-10-13","60","нет","37.5594993656061150","55.7560518345900960"
"55.648604329204822","37.662085487882493","ba279b34-db75-44a1-9192-e1e830592ab5","93","20730867","Салютис","да","Killlfish Discount Bar","Южный административный округ","район Москворечье-Сабурово","Каширское шоссе, дом 42, корпус 1","(800) 333-09-77","90","нет","37.6620854878824930","55.6486043292048220"
"55.7012089991293","37.5039051070089","05b89ac5-8e81-4b46-b795-c95bdb6790ee","94","20730922","Азбука Вкуса","да","Азбука Вкуса","Западный административный округ","район Раменки","Мичуринский проспект, дом 22, корпус 1","(495) 932-89-91","6","нет","37.5039051070089000","55.7012089991293000"
"55.839006372930093","37.378771004993268","f8f75cde-d6a0-4eae-95d5-babf8cfed9b1","95","20730923","БАР","нет","null","Северо-Западный административный округ","район Митино","Новотушинский проезд, дом 10","(495) 754-70-92","12","нет","37.3787710049932680","55.8390063729300930"
"55.850817105708131","37.359367867537188","e2a12951-4adf-4bc1-8b1a-19b65967fa16","96","20730925","БАР-ФИТНЕС","нет","null","Северо-Западный административный округ","район Митино","Пятницкое шоссе, дом 29, корпус 5","(495) 759-22-11","24","нет","37.3593678675371880","55.8508171057081310"
"55.8470534475681","37.3621144188648","1dc2ca30-4141-438f-acb5-b27617b8f707","97","20730926","БАР-СПОРТ «ТОРНАДО»","да","Торнадо","Северо-Западный административный округ","район Митино","Митинская улица, дом 36, корпус 2","(495) 751-16-89","60","нет","37.3621144188648000","55.8470534475681000"
"55.757854146320859","37.501809858293221","b7573de0-3121-49e6-88f1-c386cd826528","98","20730927","Бар «Акеро»","нет","null","Западный административный округ","район Филёвский Парк","Береговой проезд, дом 4, корпус 3","(495) 995-00-78","16","нет","37.5018098582932210","55.7578541463208590"
"55.7675816547737","37.4048420258709","87b7351d-5d04-4fa6-85bb-a8f5e2789def","99","20730928","Пиццерия «Эль-Бонифачио»","нет","null","Западный административный округ","район Крылатское","Осенняя улица, дом 25, корпус 1","(495) 412-65-04","14","нет","37.4048420258709000","55.7675816547737000"
"55.741093150216081","37.415345712097718","cf85c240-e3f9-4f25-a9e4-f0f5e2c7c032","100","20730929","ОГОНЕК","нет","null","Западный административный округ","район Кунцево","Ярцевская улица, дом 25А","(495) 710-72-07","20","нет","37.4153457120977180","55.7410931502160810"
"55.742411042650119","37.429826610027085","e6d7206d-5f18-444f-b7a3-13a29a191064","101","20730930","СОЮЗКОНТРОЛЬ","нет","null","Западный административный округ","район Кунцево","Рублёвское шоссе, дом 20, корпус 1","(495) 415-38-72","15","нет","37.4298266100270850","55.7424110426501190"
"55.74273406254629","37.430565841391122","7f55e74d-50bb-47db-bc88-afe506691390","102","20730931","ЮНИСЛОТ-ПЛЮС","нет","null","Западный административный округ","район Кунцево","Рублёвское шоссе, дом 20, корпус 2","(499) 149-30-88","15","нет","37.4305658413911220","55.7427340625462900"
